Facility Code,Facility Name,Province,County,District,Division,Type,Owner,Location,Sub Location,Description of Location,Constituency,Nearest Town,Beds,Cots,Official Address,Town,In Charge,Job Title of in Charge,Open 24 Hours,Open Weekends,Operational Status
21015,Meru Beyond Zero Mobile Clinic,Eastern,Meru,Imenti North,Mirigamieru West,Medical Clinic,Ministry of Health,Municipality,Township,The Mobile Clinic will be based at Meru District Hospital but will serve the entire Meru County,NORTH IMENTI,Meru Town,0.0,0.0,P.O Box 8,Meru,Dr Macharia,Medical Superintendant,N,Y,Operational
16599,Meru Clinic,Eastern,Meru,Imenti North,Miriga Mieru West,Medical Clinic,Private Enterprise (Institution),NaN,NaN,NaN,NORTH IMENTI,Meru,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
18731,Meru Consultant Clinic,Eastern,Meru,Imenti North,Miriga Mieru West,Medical Clinic,Private Enterprise (Institution),Municipality,Township,NaN,NORTH IMENTI,Meru Town,0.0,0.0,P.O Box 2925,Meru,Dr. A Chalopa,Doctor In Charge,N/A,N/A,Operational
16600,Meru Consultants,Eastern,Meru,Imenti North,Miriga Mieru West,Medical Clinic,Private Enterprise (Institution),NaN,NaN,NaN,NORTH IMENTI,Meru,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
16601,Meru Consultants Laboratory,Eastern,Meru,Imenti North,Miriga Mieru West,Medical Clinic,Private Enterprise (Institution),NaN,NaN,NaN,NORTH IMENTI,Meru,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
19073,Meru Cytology Centre,Eastern,Meru,Imenti North,Mirigamieru West,Laboratory (Stand-alone),Private Practice - Medical Specialist,Municipality,Township,NaN,NORTH IMENTI,Meru,0.0,0.0,P.O Box 267,Meru,Eliud Gakuo,Unknown,N,Y,Operational
16602,Meru Dental Services,Eastern,Meru,Imenti North,Miriga Mieru West,Medical Clinic,Private Enterprise (Institution),Municipality,Township,NaN,NORTH IMENTI,Meru,0.0,0.0,Unknown,Meru,Dr. Moses Kimathi ,Doctor In Charge,N,N,Operational
16603,Meru Diagnostic Centre,Eastern,Meru,Imenti North,Mirigamieru West,Medical Clinic,Private Enterprise (Institution),Municipality,Township,NaN,NORTH IMENTI,Meru,0.0,0.0,P.O Box 1088,Meru,Dr. Ngera,Doctor In Charge,N,Y,Operational
18700,Meru Diagnostic Centre,Eastern,Meru,Imenti North,Miriga Mieru West,Not in List,Private Practice - Unspecified,Municipality,Township,NaN,NORTH IMENTI,Meru Town,0.0,0.0,P.O Box 1088,Meru,Dr. Ngera,Doctor In Charge,N/A,N/A,Operational
16604,Meru Dignostic / Laboratory Services,Eastern,Meru,Imenti North,Miriga Mieru West,Medical Clinic,Private Enterprise (Institution),NaN,NaN,NaN,NORTH IMENTI,Meru,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
12516,Meru District Hospital,Eastern,Meru,Imenti North,Miriga Mieru West,District Hospital,Ministry of Health,Municipality,Township,The hospital is situated approximately 500meters from Meru-Nanyuki Rd. at Telkom Ltd junction.,NORTH IMENTI,Meru,306.0,17.0,P.O Box 8,Meru,Dr. B. W. Gatinu,Medical Superintendant,Y,Y,Operational
18653,Meru Eye Care Services,Eastern,Meru,Imenti North,Miriga Mieru West,Eye Clinic,Private Practice - Unspecified,Municipality,Township,NaN,NORTH IMENTI,Meru Town,0.0,0.0,P.O Box 1242,Meru,Ashford Mbogo,Clinical Officer,N/A,N/A,Operational
19113,Meru Funeral Home,Eastern,Meru,Imenti North,Mirigamieru West,Funeral Home (Stand-alone),Private Practice - Medical Specialist,Municipality,Township,Opposite Coca Cola Depot,NORTH IMENTI,Meru Town,0.0,0.0,P.O Box 577,Meru,Dr. G K Murithi,Medical Superintendant,Y,Y,Operational
19102,Meru Gynecologist Centre,Eastern,Meru,Imenti North,Mirigamieru West,Medical Clinic,Private Practice - Medical Specialist,Municipality,Township,Situated at Murerwa Building,NORTH IMENTI,Meru,0.0,0.0,Unknown,Unknown,Dr. Mugo,Doctor In Charge,N,Y,Operational
19135,Meru Hospice,Eastern,Meru,Imenti North,Mirigamieru West,Medical Clinic,Non-Governmental Organizations,Municipality,Upper Igoki,Along Meru-Nanyuki Road on the junction heading to KPLC Meru Station,NORTH IMENTI,Meru Town,0.0,0.0,P.O Box 1460,Meru,Dr. B. Killingo,Unknown,N,N,Operational
20053,Meru Kmtc Student/Staff Clinic,Eastern,Meru,Imenti North,Mirigamieru West,Medical Clinic,Ministry of Health,Municipality,Township,Located in KMTC Meru Campus next to Meru Hospital,NORTH IMENTI,Meru Town,0.0,0.0,P.O Box 1484,Meru,Jane Gichunuku,Nursing Officer in Charge,N,N,Operational
18706,Meru Lab Services,Eastern,Meru,Imenti North,Miriga Mieru West,Laboratory (Stand-alone),Private Practice - Unspecified,Municipality,Township,NaN,NORTH IMENTI,Meru Town,0.0,0.0,P.O Box 487,Meru,James M. Mathenge,Unknown,N/A,N/A,Operational
18648,Meru Lab Services,Eastern,Meru,Imenti North,Miriga Mieru,Laboratory (Stand-alone),Private Practice - Unspecified,NaN,NaN,NaN,NORTH IMENTI,Unknown,0.0,0.0,P.O Box 487,Meru,James M. Mathenge,Unknown,N/A,N/A,Operational
16605,Meru Medical /ENT Clinic,Eastern,Meru,Imenti North,Miriga Mieru West,Medical Clinic,Private Enterprise (Institution),NaN,NaN,NaN,NORTH IMENTI,Meru,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
16606,Meru Medical Diagnostic Imaging Centre Ltd,Eastern,Meru,Imenti North,Miriga Mieru West,Medical Clinic,Private Enterprise (Institution),NaN,NaN,NaN,NORTH IMENTI,Meru,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
16607,Meru Medical Plaza,Eastern,Meru,Imenti North,Miriga Mieru West,Medical Clinic,Private Enterprise (Institution),NaN,NaN,NaN,NORTH IMENTI,Meru,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
16608,Meru Medical Plaza Laboratory,Eastern,Meru,Imenti North,Miriga Mieru West,Medical Clinic,Private Enterprise (Institution),NaN,NaN,NaN,NORTH IMENTI,Meru,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
17266,Meru Technical Training College Clinic,Eastern,Meru,Imenti North,Mirigamieru West,Medical Clinic,Academic (if registered),Ntima,Upper Igoki,It is situated at Gitoro village along the Meru-Nanyuki highway,NORTH IMENTI,Makutano Trading Center,2.0,1.0,P.O Box 111,Meru,Mercy Mwirichia,Nursing Officer in Charge,N/A,Y,Operational
19063,Meru X-Ray Services,Eastern,Meru,Imenti North,Mirigamieru West,Radiology Unit,Private Practice - Unspecified,Municipality,Township,NaN,NORTH IMENTI,Meru,0.0,0.0,Unknown,Unknown,Alice Muthoni,Unknown,N,Y,Operational
15180,Merueshi Village Community Health Centre,Rift Valley,Kajiado,Kajiado Central,Mashuru,Health Centre,Non-Governmental Organizations,Merueshi,Merueshi,Off Loitoktok Road to the left,KAJIADO CENTRAL,Emali,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
20034,Mesedith Medical Clinic,Central,Kiambu,Kiambu,Tinganga,Medical Clinic,Private Practice - Nurse / Midwife,Tinganga,Tinganga,Along Tinganga road 100 metres to Tinganga town next to Tinganga dairy society,KIAMBAA,Tinganga,0.0,0.0,P.O Box 0900,1296,Edith Nungari Gituku,Nursing Officer in Charge,N/A,N/A,Operational
17251,Meswo Medical Clinic,Rift Valley,Nandi,Chesumei,Kapsabet,Medical Clinic,Private Practice - Unspecified,Kapsabet Township,Kapsabet,Within Kapsabet Town along Kapsabet - Kisumu highway,EMGWEN,Kapsabet,0.0,0.0,P.O Box 5,Kapsabet,Nancy Irawony,Nursing Officer in Charge,N,N,Operational
13802,Metaburo Health Centre,Nyanza,Kisii,South Gucha,Etago,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Chitago,Nyaramba,NaN,SOUTH MUGIRANGO,Etago Mkt,7.0,0.0,P.O Box  6,Tabaka,Sister Wilbroda,Nursing Officer in Charge,Y,Y,Operational
16302,Metameta Clinic,North Eastern,Mandera,Mandera East,Central,Medical Clinic,Private Enterprise (Institution),Bulla Jamhuri,Bulla Jamhuria,NaN,MANDERA EAST,Mandera,0.0,0.0,Unknown,Mandera,Unknown,Unknown,N,N,Operational
15181,Meteitei Sub-District Hospital,Rift Valley,Nandi,Tinderet,Maraba,Sub-District Hospital,Ministry of Health,Kabolebo,Kabolebo,Along Meteitei - Songhor Road,TINDERET,Nandi Hills,28.0,5.0,P.O Box  188,Songhor,Dr. Joseph Kangor,Medical Superintendant,Y,Y,Operational
17079,Meti Dispensary,Coast,Tana River,Bura,Bura,Dispensary,Ministry of Health,Meti,Meti,OFF OLD BURA ROAD,BURA,Bura,0.0,0.0,Please specify 38,HOLA,VERNA HAIDO,Nursing Officer in Charge,N,Y,Operational
15182,Meto Dispensary,Rift Valley,Kajiado,Kajiado Central,Namanga,Dispensary,Ministry of Health,Meto,Meto,NaN,KAJIADO CENTRAL,Namanga,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
10723,Metro Optician,Central,Kirinyaga,Kirinyaga West,Ndia,Eye Centre,Private Enterprise (Institution),NaN,NaN,NaN,NDIA,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
19463,Metropolitan Dr Plaza,Nairobi,Nairobi,Makadara,Makadara ,Medical Clinic,Private Practice - General Practitioner,Harambee,Harambee,NaN,MAKADARA,Jericho Market,0.0,0.0,Unknown,Unknown,Dr Magada Ala,Doctor In Charge,N,N,Operational
13090,Metropolitan Hospital Nairobi,Nairobi,Nairobi,Makadara,Makadara,Other Hospital,Private Enterprise (Institution),Makadara,Harambee,Labai Road Opposite Jericho Market,MAKADARA,Burburu Shopping Centre,46.0,8.0,P.O Box 808,Nairobi,Catherine Mbaya,Nursing Officer in Charge,Y,Y,Operational
20200,Metropolitan Medical Clinic - Kehancha,Nyanza,Migori,Kuria West,Kehancha,Medical Clinic,Private Practice - Clinical Officer,Bukira East,Igena,Located at Kehancha Township,KURIA,Kehancha Township,1.0,0.0,Unknown,Unknown,Moses Ginono,Clinical Officer,N,Y,Operational
15183,Metta Dispensary,Rift Valley,Nakuru,Njoro,Mau-Narok,Health Centre,Ministry of Health,Mau-Narok,Siapei,"Njoro - Mau-Narok road the Mau-Narok - Kianjoya road, Mettta centre.",MOLO,Mau-Narok,0.0,0.0,Unknown,Kianjoya,Florah Eshiteti,Nursing Officer in Charge,N,N,Not-Operational
11600,Mewa Hospital,Coast,Mombasa,Mvita,Island,Other Hospital,Other Faith Based,Majengo,Majengo,NaN,MVITA,Mombasa,30.0,20.0,P.O Box P.O. Box 98591,Mombasa,Mohammed Hassan (Facility Manager),Hospital Director,N,N,Operational
20192,Meyan Dispensary,Rift Valley,Turkana,Turkana North,Lapur ,Dispensary,Ministry of Health,Mwyan,Meyan,Between Kaikor and Koyasa,TURKANA NORTH,Kaikor,0.0,0.0,P.O Box 18,Lodwar,Esimit Grecory,Nursing Officer in Charge,N,N,Not-Operational
19303,Mfariji Medical Clinic,Eastern,Kitui,Kitui Central,Zombe/mwitika ward,Medical Clinic,Private Practice - Nurse / Midwife,Zombe,Malatani,Within Zombe Market,MUTITO,Zombe,0.0,0.0,P.O Box 3,Zombe,Boniface Kivunzi,Nursing Officer in Charge,N,Y,Operational
11601,Mgamboni Dispensary,Coast,Kilifi,Kaloleni,Kaloleni,Dispensary,Ministry of Health,Jibana ,Tsagwa,Next to Mgamboni Primary School,KALOLENI,Kaloleni,0.0,0.0,P.O Box 65,Kaloleni,David Mwakombe,Nursing Officer in Charge,N,N,Operational
11602,Mgange Dawida Dispensary,Coast,Taita Taveta,Wundanyi,Wundanyi,Dispensary,Ministry of Health,Mgange,Mgange Dawida,Near St James and Mwangea Primary school,WUNDANYI,Mgange Nyika,0.0,0.0,P.O Box 22,Mgange,Susan Saningo,Nursing Officer in Charge,N,N,Operational
11603,Mgange Nyika Health Centre,Coast,Taita Taveta,Wundanyi,Wundanyi,Health Centre,Ministry of Health,Mgange,Mgange,Near Mgange Market,WUNDANYI,Mgange Nyika,0.0,0.0,P.O Box 212,Mgange ,Miriam Seif Mwakusema,Unknown,N,N,Operational
12518,Miambani Catholic,Eastern,Kitui,Kitui Central,Central,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Miambani,Miambani,Miambani Market,KITUI CENTRAL,Kitui,0.0,0.0,Unknown,Kitui,Unknown,Nursing Officer in Charge,N,N,Operational
12519,Miambani Health Centre,Eastern,Kitui,Kitui Central,Central,Health Centre,Ministry of Health,Miambani,Munganga,Miambani Market,KITUI CENTRAL,Kitui,14.0,0.0,P.O Box P.O. Box 22,Kitui,Lazarus mutua,Nursing Officer in Charge,N,N,Operational
16972,Miangeni Dispensary (Makueni),Eastern,Makueni,Kathonzweni,Mavindini,Dispensary,Ministry of Health,Mavindini,Miangeni,NaN,MAKUENI,Miangeni Village ,0.0,0.0,P.O Box 89 Makueni,Wote,Elija Ngolya Kiseli,Unknown,N/A,N/A,Operational
12520,Miangeni Dispensary (Mbooni),Eastern,Makueni,Mbooni East,Kalawa,Dispensary,Ministry of Health,Athi,Miangeni,NaN,MBOONI,Miangeni,0.0,0.0,P.O Box P.O. Box 33,Kalawa,Juspher Njue Muchemi,Nursing Officer in Charge,N,N,Operational
11605,Miasenyi Dispensary,Coast,Taita Taveta,Voi,Nyangala,Dispensary,Ministry of Health,Marungu,Miasenyi,Along Msa highway near Miasenyi Town,VOI,Miasenyi,0.0,0.0,P.O Box 417,Voi,Reubin Matolo,Nursing Officer in Charge,N,N,Operational
16234,Miathene District Hospital,Eastern,Meru,Tigania West,Tigania,District Hospital,Ministry of Health,Miathene,Miathene,"meru -maua road,branch at kirindine law court for 8kms past miathene market.",TIGANIA WEST,Kianjai,42.0,0.0,P.O Box P.O. Box 39,Kianjai,Dr.Mutugi,Medical Superintendant,Y,Y,Operational
11606,Michaela Denis Medical Clinic,Coast,Kilifi,Kilifi South,Kikambala,Medical Clinic,Private Enterprise (Institution),Junju,Shariani,NaN,BAHARI,Shariani,0.0,0.0,Unknown,Vipingo,Unknown,Unknown,N,N,Operational
10724,Micheus Clinic,Central,Kirinyaga,Kirinyaga West,NaN,Medical Clinic,Private Enterprise (Institution),Kiini North,Nguguini,NaN,NDIA,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Not-Operational
12522,Micii Mikuru Clinic,Eastern,Meru,Tigania East,Tigania North,Medical Clinic,Company Medical Service,Micii Mikuru,Micii Mikuru,NaN,TIGANIA EAST,Kianjai,0.0,0.0,P.O Box P.O. Box 1627,Meru,Paulina  Ncororo,Unknown,N,N,Operational
20583,Microbiology Reference Lab,Nairobi,Nairobi,Kibra,Kenyatta,Laboratory (Stand-alone),Ministry of Health,NaN,NaN,NaN,KIBRA,Kenyatta National Hospital,0.0,0.0,Unknown,Unknown,Juliana Tonui,Hospital Director,N,N,Operational
13091,Mid Hill Medical Clinic,Nairobi,Nairobi,Dagoretti North,Dagoretti,Health Centre,Private Enterprise (Institution),Kawangware,NaN,NaN,DAGORETTI NORTH,Kinyanjui Road,10.0,0.0,Unknown,Unknown,Gateri,Nursing Officer in Charge,Y,Y,Operational
15184,Mid Hill Medical Clinic Ngong,Rift Valley,Kajiado,Kajiado North,Ngong,Medical Clinic,Private Practice - General Practitioner,Ngong,Ololua,NaN,KAJIADO NORTH,Ngong,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,Y,Operational
13803,Midhine Dispensary,Nyanza,Siaya,Gem,Yala,Dispensary,Ministry of Health,East Gem,Lihanda,NaN,GEM,Sagam Shopping Centre,0.0,0.0, ,Unknown,Pamela Amboke,Unknown,N,N,Operational
17342,Midida Dispensary,Nyanza,Migori,Uriri,Uriri,Dispensary,Community Development Fund,West Kanyamkago,Kajulu ,Take the route to Gogo Falls ,URIRI,Migori,0.0,0.0,P.O Box 59,Suna Migori,Nicholas Odhiambo Olware,Nursing Officer in Charge,N,N,Operational
21184,Midodo Obuya Joy Haugesend,Nyanza,Homa Bay,Ndhiwa,Pala,Dispensary,Christian Health Association of Kenya,Koguta,Boya,NaN,NDHIWA,Pala Market,3.0,3.0,P.O Box 172,Ndhiwa,Midodo Obuya,Hospital Director,Y,Y,Operational
11609,Midoina Dispensary,Coast,Kilifi,Ganze,Bamba,Dispensary,Ministry of Health,Mitangani,Midoina,In Midoina shopping centre near to midoina primary school,BAHARI,Bamba,0.0,0.0,Unknown,Bamba,Samuel Besaro,Nursing Officer in Charge,N,N,Operational
13804,Midoti Dispensary,Nyanza,Migori,Migori,Suba East,Dispensary,Ministry of Health,Suna East,Osingo South,NaN,MIGORI,Midoti,0.0,0.0, P.O. Box 202,Suna Migori,Hilda Chepkonga,Unknown,N,N,Operational
19633,Mid-Point Health Services,Nairobi,Nairobi,Roysambu,Kasarani,Medical Clinic,Private Practice - General Practitioner,Roysambu,Roysambu,thika rd near marurui heath centre,ROYSAMBU,near marurui heath centre,0.0,0.0,Unknown,Unknown,Janet Muthoni,Nursing Officer in Charge,N,Y,Operational
18605,Mid-Town Reoproductive Health and Youth Friendly,Rift Valley,Nakuru,Nakuru,Municipality,Medical Clinic,Private Practice - Nurse / Midwife,Town centre,Town centre,At midways plazza Town centre,NAKURU TOWN,Midways Plaza !st floor room 11,0.0,0.0,P.O Box 13886,Nakuru,Rose Akinyi Otieno,Nursing Officer in Charge,N,Y,Operational
10725,Midway Clinic,Central,Murang'a,Mathioya,Mathioya,Medical Clinic,Private Enterprise (Institution),Kamacharia,Kamacharia,NaN,MATHIOYA,Kiriaini,0.0,0.0,Unknown,Murang'A,Sr. Loise N. Robert,Unknown,N,N,Operational
16015,Miendo Dispensary,Western,Bungoma,Bungoma East,Webuye,Dispensary,Ministry of Health,Bokoli,Miendo,NaN,WEBUYE,Webuye,0.0,0.0,P.O Box 25,Webuye,Simon Masika,Unknown,N,N,Operational
13805,Migori District Hospital,Nyanza,Migori,Migori,Suba East,District Hospital,Ministry of Health,Central Suna,Wasweta 1,NaN,MIGORI,Migori Town,86.0,2.0, P.O. Box 202,Suna Migori,Dr. Geofrey Ganda,Unknown,N,N,Operational
17737,Migori Health Station Clinic,Nyanza,Migori,Migori,Suba East,Medical Clinic,Private Practice - General Practitioner,Suna Central,Wasweta 1,Migori Town Posta Junction,MIGORI,Migori Town Posta,2.0,0.0,P.O Box 202,Suna- Migori,Major Robi,Clinical Officer,Y,Y,Operational
13806,Migori T T C Dispensary,Nyanza,Migori,Migori,Suba East,Dispensary,Ministry of Health,Suna Ragana,Oruba,NaN,MIGORI,Migori Town,0.0,0.0, P.O. Box 202,Suna Migori,Everline Odero,Unknown,N,N,Operational
13807,Migosi Health Centre,Nyanza,Kisumu,Kisumu East,Winam,Health Centre,Local Authority,Kondele ,Migosi,NaN,KISUMU TOWN EAST,Kisumu,12.0,0.0,P.O Box 105,Kisumu,Kennedy Onduto,Clinical Officer,Y,Y,Operational
10726,Miguta Dispensary,Central,Kiambu,Githunguri,Githunguri,Dispensary,Ministry of Health,Ngewa,Miguta,NaN,GITHUNGURI,Githunguri,0.0,0.0, P.O. Box 39,Kiambu,Rachael Heta,Unknown,N,N,Operational
12523,Migwani Sub-District Hospital,Eastern,Kitui,Mwingi West,Migwani,Sub-District Hospital,Ministry of Health,Migwani,Itoloni,located at Migwani Town,MWINGI SOUTH,Migwani,47.0,0.0,P.O Box  16,Mwingi,Dr. Mungai,Doctor In Charge,Y,Y,Operational
10727,Mihang'o Dispensary,Central,Murang'a,Muranga South,Makuyu,Dispensary,Ministry of Health,Kimorori,Mihang'O,NaN,MARAGWA,Mihang'O,0.0,0.0,Unknown,Makuyu,Marion Maina,Nursing Officer in Charge,N,N,Operational
19791,Miharate Medical Clinic,Central,Nyandarua,Kipipiri,Kipipiri,Medical Clinic,Private Practice - Clinical Officer,Kipipiri,Mharate,Engineer Olkalou rd at Miharate town,KIPIPIRI,Miharate Towm,0.0,0.0,P.O Box 158,Miharate,Charles Gitau,Clinical Officer,N,Y,Operational
10728,Mihuti Dispensary (Muranga North),Central,Murang'a,Mathioya,Mathioya,Dispensary,Christian Health Association of Kenya,Gitugi,Mihuti,Along Kangema Kiriaini Road,MATHIOYA,Kiriaini,0.0,0.0,P.O Box P.O. Box 24,Murang'A,Stephen Ngigi,Unknown,N,N,Operational
10729,Mihuti Dispensary (Nyeri South),Central,Nyeri,Mukurweini,Mukurweini,Dispensary,Ministry of Health,Giathugu,Mihuti,NaN,MUKURWEINI,Mihuti,0.0,0.0,Unknown,Othaya,Moris Muthoga,Nursing Officer in Charge,N,N,Operational
10730,Mihuti Medical Clinic,Central,Nyeri,Mukurweini,Mukurweini,Medical Clinic,Private Practice - Nurse / Midwife,Giathugu,Mihuti,NaN,MUKURWEINI,Mihuti,0.0,0.0,P.O Box P.O. Box 42 ,Mukurweini,Henry Murigi Mwaura,Unknown,N,N,Operational
16016,Mihuu Dispensary,Western,Bungoma,Bungoma East,Ndivisi,Dispensary,Other Public Institution,Chetambe,Mihuu,NaN,WEBUYE,Webuye,0.0,0.0,P.O Box P.O. Box 376,Webuye,Jerusa Kisaka,Unknown,N,N,Operational
20852,Miiri Community Dispensary,Central,Kiambu,Gatundu North,Mangu,Dispensary,Ministry of Health,Githobokoni,Njahi,NaN,GATUNDU NORTH,Kamwangi ,0.0,0.0,P.O Box 84,Gatundu,Purity,Nursing Officer in Charge,N,N,Operational
16017,Mijay Clinic,Western,Vihiga,Sabatia,Chavakali,Medical Clinic,Private Practice - Nurse / Midwife,Demesi,Mukingi,NaN,SABATIA,Mbale,0.0,0.0,P.O Box  1084 Maragoli,Mbale,Marion Mukaya,Unknown,N,N,Operational
11610,Mijomboni Dispensary,Coast,Kilifi,Kilifi North,Malindi,Dispensary,Ministry of Health,Gede,Mijomboni,"From Gede stage there's Kakuyuni, Gede road around 2km there the MyumboniDispensary near the market.",MALINDI,Mijomboni market,2.0,0.0,P.O Box  4,Malindi,Constance Nazi Kadzenga,Nursing Officer in Charge,N,N,Operational
11611,Mikanjuni Family Medical Clinic,Coast,Mombasa,Changamwe,Changamwe,Medical Clinic,Private Enterprise (Institution),Miritini,Jomvu,Along alidina road after mikanjuni stage,CHANGAMWE,Mombasa,0.0,0.0,P.O Box 82327,Mombasa,Renson Zoka,Nursing Officer in Charge,N,N,Operational
11612,Mikanjuni Medical Clinic,Coast,Mombasa,Changamwe,Changamwe,Medical Clinic,Private Enterprise (Institution),Miritini,Jomvu,Along jomvu kuu road at mikanjuni near the mosque,CHANGAMWE,Mombasa,0.0,0.0,P.O Box 92860,Changamwe,Solomon Nyambu,Clinical Officer,Y,Y,Operational
10731,Mikaro Dispensary,Central,Nyandarua,Kinangop,North Kinangop,Dispensary,Ministry of Health,Ndunyu Njeru,Mikaro,Nbi-Naivasha-Ndinda. 5km from ndinda up to matopeni. Branch to the right towards kipipiri market.7km to mikaro near kahuro shopping centre,KINANGOP,Mikaru,0.0,0.0,P.O Box  103,N.Kinangop,Joyce Kariithi,Nursing Officer in Charge,N,N,Operational
19050,Mikeu PCEA Medical Centre,Rift Valley,Nakuru,Molo,Elburgon,Dispensary,Other Faith Based,Elburgon,Elburgon,Near Mutamayo Chiefs Office,MOLO,Ndimu,0.0,0.0,Please specify 229,Molo,Teresiah Njoroge,Nursing Officer in Charge,N,N,Operational
11613,Mikindani (MCM) Dispensary,Coast,Mombasa,Changamwe,Jomvu,Dispensary,Local Authority,Jomvu,Mikindani,In mikindani past the chiefs camp after kongowea ndogo market,CHANGAMWE,Mombasa,0.0,0.0,P.O Box 90441,Mombasa,Rose K. Munyao,Nursing Officer in Charge,N,N,Operational
11614,Mikindani Catholic Dispensary,Coast,Mombasa,Changamwe,Jomvu,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Mikindani,Kwa Shee,NaN,CHANGAMWE,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
11615,Mikindani Medical Clinic,Coast,Mombasa,Changamwe,Changamwe,Medical Clinic,Private Enterprise (Institution),Mikindani,Kwa Shee,"Along mikindani road, off nrb-msa highway past kwa chief opposite sunset stage",CHANGAMWE,Mombasa,0.0,0.0,P.O Box 93779,Mombasa,Solomon Maina Kariuki,Clinical Officer,N,Y,Operational
